23429891,Increased risk of sudden sensorineural hearing loss in patients with human immunodeficiency virus aged 18 to 35 years: a population-based cohort study.,JAMA Otolaryngol Head Neck Surg,Lin C and Lin SW and Weng SF and Lin YS,Missing,"IMPORTANCE: No case series or cohort studies to date in the English literature have evaluated sudden sensorineural hearing loss (SSHL) in patients with human immunodeficiency virus (HIV). OBJECTIVE: To investigate the risk of developing SSHL in patients with HIV. DESIGN AND SETTING: Retrospective cohort population-based study using data from the Taiwan National Health Insurance Research Database. PARTICIPANTS: In total, 8760 patients with HIV and 43,800 control subjects without HIV were selected from insurance claims between January 1, 2001, and December 31, 2006. MAIN OUTCOME MEASURE: The incidence of SSHL was assessed and determined at the end of 2009. RESULTS: Among patients aged 18 to 35 years, the incidence of SSHL was 2.17-fold higher in the HIV group than in the control group (4.32 vs 1.99 per 10,000 person-years, P = .03). The risk of developing SSHL increased with HIV infection; an adjusted hazard ratio of 2.169 (95% CI, 1.071-4.391) was calculated using a Cox proportional hazards regression model. Among male patients, the incidence of developing SSHL was 2.23-fold higher (95% CI, 1.06-4.69) in the HIV group than in the control group. The incidence of SSHL did not differ significantly between the HIV group and the control group for patients 36 years or older. CONCLUSION AND RELEVANCE: Human immunodeficiency virus infection is significantly associated with an increased risk of developing SSHL in patients aged 18 to 35 years, particularly among male patients.","Adolescent Adult Chi-Square Distribution Female HIV Infections/*complications/epidemiology Hearing Loss, Sensorineural/epidemiology/*etiology Hearing Loss, Sudden/epidemiology/*etiology Humans Incidence Male Propensity Score Proportional Hazards Models Retrospective Studies Risk Survival Rate Taiwan/epidemiology"
24687044,Optimization of human immunodeficiency virus treatment during incarceration: viral suppression at the prison gate.,JAMA Intern Med,Meyer JP and Cepeda J and Wu J and Trestman RL and Altice FL and Springer SA,Missing,"IMPORTANCE: Human immunodeficiency virus (HIV) management in correctional settings is logistically feasible, but HIV-related outcomes before release have not been recently systematically examined. OBJECTIVE: To evaluate HIV treatment outcomes throughout incarceration, including jail and prison. DESIGN, SETTING, AND PARTICIPANTS: Retrospective cohort study of longitudinally linked demographic, pharmacy, and laboratory data on 882 prisoners within the Connecticut Department of Correction (2005-2012) with confirmed HIV infection, who were continually incarcerated 90 days or more, had at least 2 HIV-1 RNA and CD4 lymphocyte measurements, and were prescribed antiretroviral therapy. MAIN OUTCOMES AND MEASURES: Three electronic databases (correctional, laboratory, and pharmacy) were integrated to assess HIV viral suppression (HIV-1 RNA levels, <400 copies/mL) on intake and release. Secondary outcomes were mean change in log-transformed HIV-1 RNA levels and mean change in CD4 lymphocyte count during incarceration. Demographic characteristics, prescribed pharmacotherapies, receipt of directly observed therapy, and duration of incarceration were analyzed as possible explanatory variables for HIV viral suppression in logistic regression models. RESULTS: Among 882 HIV-infected prisoners with 1185 incarceration periods, mean HIV-1 RNA level decreased by 1.1 log10 and CD4 lymphocyte count increased by 98 cells/microL over time, with a higher proportion achieving viral suppression by release compared with entry (70.0% vs 29.8%; P < .001); 36.9% of antiretroviral therapy (ART) regimens were changed during incarceration. After adjusting for baseline HIV-1 RNA level, prerelease viral suppression correlated with female sex (adjusted odds ratio, 1.81; 95% CI, 1.26-2.59) and psychiatric disorder severity below the sample median (adjusted odds ratio, 1.50; 95% CI, 1.12-1.99), but not race/ethnicity, incarceration duration, ART regimen or dosing strategy, or directly observed therapy. CONCLUSIONS AND RELEVANCE: Though just one-third of HIV-infected prisoners receiving ART entered correctional facilities with viral suppression, HIV treatment was optimized during incarceration, resulting in the majority achieving viral suppression by release. Treatment for HIV within prison is facilitated by a highly structured environment and, when combined with simple well-tolerated ART regimens, can result in viral suppression during incarceration. In the absence of important and effective community-based resources, incarceration can be an opportunity of last resort to initiate continuous ART for individual health and, following the ""treatment as prevention"" paradigm, potentially reduce the likelihood of HIV transmission to others after release if continuity of HIV care is sustained.",Anti-Retroviral Agents/*therapeutic use CD4 Lymphocyte Count Cohort Studies Connecticut Female HIV Infections/*drug therapy/virology HIV-1/*isolation & purification Humans Male Prisoners/*statistics & numerical data Prisons/*statistics & numerical data Regression Analysis Retrospective Studies Treatment Outcome Viral Load/drug effects/*trends
24549550,Effect of a home-based exercise program on functional recovery following rehabilitation after hip fracture: a randomized clinical trial.,JAMA,Latham NK and Harris BA and Bean JF and Heeren T and Goodyear C and Zawacki S and Heislein DM and Mustafa J and Pardasaney P and Giorgetti M and Holt N and Goehring L and Jette AM,Missing,"IMPORTANCE: For many older people, long-term functional limitations persist after a hip fracture. The efficacy of a home exercise program with minimal supervision after formal hip fracture rehabilitation ends has not been established. OBJECTIVE: To determine whether a home exercise program with minimal contact with a physical therapist improved function after formal hip fracture rehabilitation ended. DESIGN, SETTING, AND PARTICIPANTS: Randomized clinical trial conducted from September 2008 to October 2012 in the homes of 232 functionally limited older adults who had completed traditional rehabilitation after a hip fracture. INTERVENTIONS: The intervention group (n = 120) received functionally oriented exercises (such as standing from a chair, climbing a step) taught by a physical therapist and performed independently by the participants in their homes for 6 months. The attention control group (n = 112) received in-home and telephone-based cardiovascular nutrition education. MAIN OUTCOMES AND MEASURES: Physical function assessed at baseline, 6 months (ie, at completion of the intervention), and 9 months by blinded assessors. The primary outcome was change in function at 6 months measured by the Short Physical Performance Battery (SPPB; range 0-12, higher score indicates better function) and the Activity Measure for Post-Acute Care (AM-PAC) mobility and daily activity (range, 23-85 and 9-101, higher score indicates better function). RESULTS: Among the 232 randomized patients, 195 were followed up at 6 months and included in the primary analysis. The intervention group (n=100) showed significant improvement relative to the control group (n=95) in functional mobility (mean SPPB scores for intervention group: 6.2 [SD, 2.7] at baseline, 7.2 [SD, 3] at 6 months; control group: 6.0 [SD, 2.8] at baseline, 6.2 [SD, 3] at 6 months; and between-group differences: 0.8 [95% CI, 0.4 to 1.2], P < .001; mean AM-PAC mobility scores for intervention group: 56.2 [SD, 7.3] at baseline, 58.1 [SD, 7.9] at 6 months; control group: 56 [SD, 7.1] at baseline, 56.6 [SD, 8.1] at 6 months; and between-group difference, 1.3 [95% CI, 0.2 to 2.4], P = .03; and mean AM-PAC daily activity scores for intervention group: 57.4 [SD, 13.7] at baseline, 61.3 [SD, 15.7] at 6 months; control group: 58.2 [SD, 15.2] at baseline, 58.6 [SD, 15.3] at 6 months; and between-group difference, 3.5 [95% CI, 0.9 to 6.0], P = .03). In multiple imputation analyses, between-group differences remained significant for SPPB and AM-PAC daily activity, but not for mobility. Significant between-group differences persisted at 9 months for all functional measures with and without imputation. CONCLUSIONS AND RELEVANCE: Among patients who had completed standard rehabilitation after hip fracture, the use of a home-based functionally oriented exercise program resulted in modest improvement in physical function at 6 months after randomization. The clinical importance of these findings remains to be determined. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00592813.","Activities of Daily Living Aged Aged, 80 and over Exercise Therapy/*methods Female Hip Fractures/*rehabilitation *Home Care Services Humans Male Physical Therapy Modalities Recovery of Function Severity of Illness Index Treatment Outcome"
23821089,Home-based walking exercise intervention in peripheral artery disease: a randomized clinical trial.,JAMA,McDermott MM and Liu K and Guralnik JM and Criqui MH and Spring B and Tian L and Domanchuk K and Ferrucci L and Lloyd-Jones D and Kibbe M and Tao H and Zhao L and Liao Y and Rejeski WJ,northwestern,"IMPORTANCE: Clinical practice guidelines state there is insufficient evidence to support advising patients with peripheral artery disease (PAD) to participate in a home-based walking exercise program. OBJECTIVE: To determine whether a home-based walking exercise program that uses a group-mediated cognitive behavioral intervention, incorporating both group support and self-regulatory skills, can improve functional performance compared with a health education control group in patients with PAD with and without intermittent claudication. DESIGN, SETTING, AND PATIENTS: Randomized controlled clinical trial of 194 patients with PAD, including 72.2% without classic symptoms of intermittent claudication, performed in Chicago, Illinois between July 22, 2008, and December 14, 2012. INTERVENTIONS: Participants were randomized to 1 of 2 parallel groups: a home-based group-mediated cognitive behavioral walking intervention or an attention control condition. MAIN OUTCOMES AND MEASURES: The primary outcome was 6-month change in 6-minute walk performance. Secondary outcomes included 6-month change in treadmill walking, physical activity, the Walking Impairment Questionnaire (WIQ), and Physical and Mental Health Composite Scores from the 12-item Short-Form Health Survey. RESULTS: Participants randomized to the intervention group significantly increased their 6-minute walk distance ([reported in meters] 357.4 to 399.8 vs 353.3 to 342.2 for those in the control group; mean difference, 53.5 [95% CI, 33.2 to 73.8]; P < .001), maximal treadmill walking time (intervention, 7.91 to 9.44 minutes vs control, 7.56 to 8.09; mean difference, 1.01 minutes [95% CI, 0.07 to 1.95]; P = .04), accelerometer-measured physical activity over 7 days (intervention, 778.0 to 866.1 vs control, 671.6 to 645.0; mean difference, 114.7 activity units [95% CI, 12.82 to 216.5]; P = .03), WIQ distance score (intervention, 35.3 to 47.4 vs control, 33.3 to 34.4; mean difference, 11.1 [95% CI, 3.9 to 18.1]; P = .003), and WIQ speed score (intervention, 36.1 to 47.7 vs control, 35.3-36.6; mean difference, 10.4 [95% CI, 3.4 to 17.4]; P = .004). CONCLUSION AND RELEVANCE: A home-based walking exercise program significantly improved walking endurance, physical activity, and patient-perceived walking endurance and speed in PAD participants with and without classic claudication symptoms. These findings have implications for the large number of patients with PAD who are unable or unwilling to participate in supervised exercise programs. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00693940.","Aged Aged, 80 and over Attention *Cognitive Therapy *Exercise Therapy Female Humans Intermittent Claudication/*therapy Intervention Studies Male Middle Aged Patient Compliance Patient Education as Topic/methods Peripheral Arterial Disease/*therapy Physical Endurance *Psychotherapy, Group Self-Help Groups Treatment Outcome *Walking"
25003802,Effect of Home Visiting by Nurses on Maternal and Child Mortality: Results of a 2-Decade Follow-up of a Randomized Clinical Trial.,JAMA Pediatr,Olds DL and Kitzman H and Knudtson MD and Anson E and Smith JA and Cole R,Missing,"IMPORTANCE: Mothers and children living in adverse contexts are at risk of premature death. OBJECTIVE: To determine the effect of prenatal and infant/toddler nurse home visiting on maternal and child mortality during a 2-decade period (1990-2011). DESIGN, SETTING, AND PARTICIPANTS: A randomized clinical trial was designed originally to assess the home visiting program's effect on pregnancy outcomes and maternal and child health through child age 2 years. The study was conducted in a public system of obstetric and pediatric care in Memphis, Tennessee. Participants included primarily African American women and their first live-born children living in highly disadvantaged urban neighborhoods, who were assigned to 1 of 4 treatment groups: treatment 1 (transportation for prenatal care [n = 166]), treatment 2 (transportation plus developmental screening for infants and toddlers [n = 514]), treatment 3 (transportation plus prenatal/postpartum home visiting [n = 230]), and treatment 4 (transportation, screening, and prenatal, postpartum, and infant/toddler home visiting [n = 228]). Treatments 1 and 3 were included originally to increase statistical power for testing pregnancy outcomes. For determining mortality, background information was available for all 1138 mothers assigned to all 4 treatments and all but 2 live-born children in treatments 2 and 4 (n = 704). Inclusion of children in treatments 1 and 3 was not possible because background information was missing on too many children. INTERVENTIONS: Nurses sought to improve the outcomes of pregnancy, children's health and development, and mothers' health and life-course with home visits beginning during pregnancy and continuing through child age 2 years. MAIN OUTCOMES AND MEASURES: All-cause mortality in mothers and preventable-cause mortality in children (sudden infant death syndrome, unintentional injury, and homicide) derived from the National Death Index. RESULTS: The mean (SE) 21-year maternal all-cause mortality rate was 3.7% (0.74%) in the combined control group (treatments 1 and 2), 0.4% (0.43%) in treatment 3, and 2.2% (0.97%) in treatment 4. The survival contrast of treatments 1 and 2 combined with treatment 3 was significant (P = .007); the contrast of treatments 1 and 2 combined with treatment 4 was not significant (P = .19), and the contrast of treatments 1 and 2 combined with treatments 3 and 4 combined was significant (post hoc P = .008). At child age 20 years, the preventable-cause child mortality rate was 1.6% (0.57%) in treatment 2 and 0.0% (SE not calculable) in treatment 4; the survival contrast was significant (P = .04). CONCLUSIONS AND RELEVANCE: Prenatal and infant/toddler home visitation by nurses is a promising means of reducing all-cause mortality among mothers and preventable-cause mortality in their first-born children living in highly disadvantaged settings. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00708695.",Missing
24402245,Explaining racial disparities in outcomes after cardiac surgery: the role of hospital quality.,JAMA Surg,Rangrass G and Ghaferi AA and Dimick JB,Missing,"IMPORTANCE: Racial disparities in mortality rates after coronary artery bypass graft (CABG) surgery are well established. We have yet to fully understand how care at high-mortality, low-quality hospitals contributes to racial disparities in surgical outcomes. OBJECTIVE: To determine the effects of hospital quality on racial disparities in mortality rates after CABG surgery. DESIGN, SETTING, AND PARTICIPANTS: The national Medicare database (2007-2008) was used to identify 173,925 patients undergoing CABG surgery in US hospitals. MAIN OUTCOMES AND MEASURES: Our primary measure of quality was the risk-adjusted mortality rate for each hospital. Logistic regression was used to determine the relationship between race and mortality rates, accounting for patient characteristics, socioeconomic status, and hospital quality. RESULTS: Nonwhite patients had 33% higher risk-adjusted mortality rates after CABG surgery than white patients (odds ratio [OR], 1.33; 95% CI, 1.23-1.45). In hospitals treating the highest proportion of nonwhite patients (>17.7%), the mortality was 4.8% in nonwhite and 3.8% in white patients. When assessed independently, differences in hospital quality explained 35% of the observed disparity in mortality rates (OR, 1.22; 95% CI, 1.12-1.34). We were able to explain 53% of the observed disparity after adjusting for differences in socioeconomic status and hospital quality. However, even after these factors were taken into account, nonwhite patients had a 16% higher mortality (OR, 1.16; 95% CI, 1.05-1.27). CONCLUSIONS AND RELEVANCE: Hospital quality contributes significantly to racial disparities in outcomes after CABG surgery. However, a significant fraction of this racial disparity remains unexplained. Efforts to decrease racial disparities in health care should focus on underperforming centers of care treating disproportionately high numbers of nonwhite patients.","African Americans/statistics & numerical data Aged Continental Population Groups/*statistics & numerical data Coronary Artery Bypass/*mortality Coronary Disease/ethnology/surgery European Continental Ancestry Group/statistics & numerical data Female *Health Status Disparities Hispanic Americans/statistics & numerical data Hospital Mortality/*ethnology Hospitals/*standards Humans Logistic Models Male Medicare/statistics & numerical data Odds Ratio *Outcome Assessment (Health Care) *Quality Indicators, Health Care/statistics & numerical data Quality of Health Care Social Class United States/epidemiology"
23340637,"Diagnoses and timing of 30-day readmissions after hospitalization for heart failure, acute myocardial infarction, or pneumonia.",JAMA,Dharmarajan K and Hsieh AF and Lin Z and Bueno H and Ross JS and Horwitz LI and Barreto-Filho JA and Kim N and Bernheim SM and Suter LG and Drye EE and Krumholz HM,Missing,"IMPORTANCE: To better guide strategies intended to reduce high rates of 30-day readmission after hospitalization for heart failure (HF), acute myocardial infarction (MI), or pneumonia, further information is needed about readmission diagnoses, readmission timing, and the relationship of both to patient age, sex, and race. OBJECTIVE: To examine readmission diagnoses and timing among Medicare beneficiaries readmitted within 30 days after hospitalization for HF, acute MI, or pneumonia. DESIGN, SETTING, AND PATIENTS: We analyzed 2007-2009 Medicare fee-for-service claims data to identify patterns of 30-day readmission by patient demographic characteristics and time after hospitalization for HF, acute MI, or pneumonia. Readmission diagnoses were categorized using an aggregated version of the Centers for Medicare & Medicaid Services' Condition Categories. Readmission timing was determined by day after discharge. MAIN OUTCOME MEASURES: We examined the percentage of 30-day readmissions occurring on each day (0-30) after discharge; the most common readmission diagnoses occurring during cumulative periods (days 0-3, 0-7, 0-15, and 0-30) and consecutive periods (days 0-3, 4-7, 8-15, and 16-30) after hospitalization; median time to readmission for common readmission diagnoses; and the relationship between patient demographic characteristics and readmission diagnoses and timing. RESULTS: From 2007 through 2009, we identified 329,308 30-day readmissions after 1,330,157 HF hospitalizations (24.8% readmitted), 108,992 30-day readmissions after 548,834 acute MI hospitalizations (19.9% readmitted), and 214,239 30-day readmissions after 1,168,624 pneumonia hospitalizations (18.3% readmitted). The proportion of patients readmitted for the same condition was 35.2% after the index HF hospitalization, 10.0% after the index acute MI hospitalization, and 22.4% after the index pneumonia hospitalization. Of all readmissions within 30 days of hospitalization, the majority occurred within 15 days of hospitalization: 61.0%, HF cohort; 67.6%, acute MI cohort; and 62.6%, pneumonia cohort. The diverse spectrum of readmission diagnoses was largely similar in both cumulative and consecutive periods after discharge. Median time to 30-day readmission was 12 days for patients initially hospitalized for HF, 10 days for patients initially hospitalized for acute MI, and 12 days for patients initially hospitalized for pneumonia and was comparable across common readmission diagnoses. Neither readmission diagnoses nor timing substantively varied by age, sex, or race. CONCLUSION AND RELEVANCE: Among Medicare fee-for-service beneficiaries hospitalized for HF, acute MI, or pneumonia, 30-day readmissions were frequent throughout the month after hospitalization and resulted from a similar spectrum of readmission diagnoses regardless of age, sex, race, or time after discharge.","Aged Aged, 80 and over Cohort Studies Fee-for-Service Plans/statistics & numerical data Female Heart Failure/*diagnosis/therapy Humans Insurance Claim Review International Classification of Diseases/*statistics & numerical data Male Medicare/statistics & numerical data Myocardial Infarction/*diagnosis/therapy Outcome Assessment (Health Care) Patient Readmission/*statistics & numerical data Pneumonia/*diagnosis/therapy Retrospective Studies Time Factors United States"
24519300,Thirty-day hospital readmission following discharge from postacute rehabilitation in fee-for-service Medicare patients.,JAMA,Ottenbacher KJ and Karmarkar A and Graham JE and Kuo YF and Deutsch A and Reistetter TA and Al Snih S and Granger CV,Missing,"IMPORTANCE: The Centers for Medicare & Medicaid Services recently identified 30-day readmission after discharge from inpatient rehabilitation facilities as a national quality indicator. Research is needed to determine the rates and factors related to readmission in this patient population. OBJECTIVE: To determine 30-day readmission rates and factors related to readmission for patients receiving postacute inpatient rehabilitation. DESIGN, SETTING, AND PATIENTS: Retrospective cohort study of records for 736,536 Medicare fee-for-service beneficiaries (mean age, 78.0 [SD, 7.3] years) discharged from 1365 inpatient rehabilitation facilities to the community in 2006 through 2011. Sixty-three percent of patients were women, and 85.1% were non-Hispanic white. MAIN OUTCOMES AND MEASURES: Thirty-day readmission rates for the 6 largest diagnostic impairment categories receiving inpatient rehabilitation. These included stroke, lower extremity fracture, lower extremity joint replacement, debility, neurologic disorders, and brain dysfunction. RESULTS: Mean rehabilitation length of stay was 12.4 (SD, 5.3) days. The overall 30-day readmission rate was 11.8% (95% CI, 11.7%-11.8%). Rates ranged from 5.8% (95% CI, 5.8%-5.9%) for patients with lower extremity joint replacement to 18.8% (95% CI, 18.8%-18.9%). for patients with debility. Rates were highest in men (13.0% [ 95% CI, 12.8%-13.1%], vs 11.0% [95% CI, 11.0%-11.1%] in women), non-Hispanic blacks (13.8% [95% CI, 13.5%-14.1%], vs 11.5% [95% CI, 11.5%-11.6%] in whites, 12.5% [95% CI, 12.1%-12.8%] in Hispanics, and 11.9% [95% CI, 11.4%-12.4%] in other races/ethnicities), beneficiaries with dual eligibility (15.1% [95% CI, 14.9%-15.4%], vs 11.1% [95% CI, 11.0%-11.2%] for no dual eligibility), and in patients with tier 1 comorbidities (25.6% [95% CI, 24.9%-26.3%], vs 18.9% [95% CI, 18.5%-19.3%] for tier 2, 15.1% [95% CI, 14.9%-15.3%] for tier 3, and 9.9% [95% CI, 9.9%-10.0%] for no tier comorbidities). Higher motor and cognitive functional status were associated with lower hospital readmission rates across the 6 impairment categories. Adjusted readmission rates by state ranged from 9.2% to 13.6%. Approximately 50% of patients rehospitalized within the 30-day period were readmitted within 11 days of discharge. Medicare Severity Diagnosis-Related Group codes for heart failure, urinary tract infection, pneumonia, septicemia, nutritional and metabolic disorders, esophagitis, gastroenteritis, and digestive disorders were common reasons for readmission. CONCLUSIONS AND RELEVANCE: Among postacute rehabilitation facilities providing services to Medicare fee-for-service beneficiaries, 30-day readmission rates ranged from 5.8% to 18.8% for selected impairment groups. Further research is needed to understand the causes of readmission.","Aftercare/*statistics & numerical data Aged Aged, 80 and over Arthroplasty, Replacement/rehabilitation Cohort Studies Fee-for-Service Plans/*statistics & numerical data Female Fractures, Bone/rehabilitation Humans Inpatients Male Medicare/*economics/standards Nervous System Diseases/rehabilitation Patient Discharge Patient Readmission/*statistics & numerical data Quality Indicators, Health Care Reference Values Rehabilitation Centers/*statistics & numerical data Retrospective Studies Stroke/rehabilitation United States/epidemiology"
23471480,"The Changing Demographics of Congenital Heart Disease Hospitalizations in the United States, 1998 Through 2010.",JAMA,O'Leary JM and Siddiqi OK and de Ferranti S and Landzberg MJ and Opotowsky AR,Missing,Missing,Missing
24019074,"Healthy Habits, Happy Homes: randomized trial to improve household routines for obesity prevention among preschool-aged children.",JAMA Pediatr,Haines J and McDonald J and O'Brien A and Sherry B and Bottino CJ and Schmidt ME and Taveras EM,Missing,"IMPORTANCE: Racial/ethnic and socioeconomic disparities exist across risk factors for childhood obesity. OBJECTIVE: To examine the effectiveness of a home-based intervention to improve household routines known to be associated with childhood obesity among a sample of low-income, racial/ethnic minority families with young children. DESIGN: Randomized trial. SETTING: The intervention was delivered in the families' homes. PARTICIPANTS: The study involved 121 families with children aged 2 to 5 years who had a television (TV) in the room where he or she slept; 111 (92%) had 6-month outcome data (55 intervention and 56 control). The mean (SD) age of the children was 4.0 (1.1) years; 45% were overweight/obese. Fifty-two percent of the children were Hispanic, 34% were black, and 14% were white/other. Nearly 60% of the families had household incomes of $20,000 or less. INTERVENTIONS: The 6-month intervention promoted 4 household routines, family meals, adequate sleep, limiting TV time, and removing the TV from the child's bedroom, using (1) motivational coaching at home and by phone, (2) mailed educational materials, and (3) text messages. Control subjects were mailed materials focused on child development. MAIN OUTCOMES AND MEASURES: Change in parent report of frequency of family meals (times/wk), child sleep duration (hours/d), child weekday and weekend day TV viewing (hours/d), and the presence of a TV in the room where the child slept from baseline to 6 months. A secondary outcome was change in age- and sex-adjusted body mass index (calculated as weight in kilograms divided by height in meters squared). RESULTS: Compared with control subjects, intervention participants had increased sleep duration (0.75 hours/d; 95% CI, 0.06 to 1.44; P = .03), greater decreases in TV viewing on weekend days (-1.06 hours/d; 95% CI, -1.97 to -0.15; P = .02), and decreased body mass index (-0.40; 95% CI, -0.79 to 0.00; P = .05). No significant intervention effect was found for the presence of a TV in the room where the child slept or family meal frequency. CONCLUSIONS AND RELEVANCE: Our results suggest that promoting household routines, particularly increasing sleep duration and reducing TV viewing, may be an effective approach to reduce body mass index among low-income, racial/ethnic minority children. Longer-term studies are needed to determine maintenance of behavior change. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT01565161.","Body Mass Index Child, Preschool Counseling Female Habits *Health Behavior Health Promotion Humans *Life Style Male Meals Obesity/ethnology/*prevention & control Poverty Sleep Social Class Television/statistics & numerical data"
24915259,Hydrolyzed infant formula and early beta-cell autoimmunity: a randomized clinical trial.,JAMA,Knip M and Akerblom HK and Becker D and Dosch HM and Dupre J and Fraser W and Howard N and Ilonen J and Krischer JP and Kordonouri O and Lawson ML and Palmer JP and Savilahti E and Vaarala O and Virtanen SM,Missing,"IMPORTANCE: The disease process leading to clinical type 1 diabetes often starts during the first years of life. Early exposure to complex dietary proteins may increase the risk of beta-cell autoimmunity in children at genetic risk for type 1 diabetes. Extensively hydrolyzed formulas do not contain intact proteins. OBJECTIVE: To test the hypothesis that weaning to an extensively hydrolyzed formula decreases the cumulative incidence of diabetes-associated autoantibodies in young children. DESIGN, SETTING, AND PARTICIPANTS: A double-blind randomized clinical trial of 2159 infants with HLA-conferred disease susceptibility and a first-degree relative with type 1 diabetes recruited from May 2002 to January 2007 in 78 study centers in 15 countries; 1078 were randomized to be weaned to the extensively hydrolyzed casein formula and 1081 were randomized to be weaned to a conventional cows' milk-based formula. The participants were observed to April 16, 2013. INTERVENTIONS: The participants received either a casein hydrolysate or a conventional cows' milk formula supplemented with 20% of the casein hydrolysate. MAIN OUTCOMES: AND MEASURES: Primary outcome was positivity for at least 2 diabetes-associated autoantibodies out of 4 analyzed. Autoantibodies to insulin, glutamic acid decarboxylase, and the insulinoma-associated-2 (IA-2) molecule were analyzed using radiobinding assays and islet cell antibodies with immunofluorescence during a median observation period of 7.0 years (mean, 6.3 years). RESULTS: The absolute risk of positivity for 2 or more islet autoantibodies was 13.4% among those randomized to the casein hydrolysate formula (n = 139) vs 11.4% among those randomized to the conventional formula (n = 117). The unadjusted hazard ratio for positivity for 2 or more autoantibodies among those randomized to be weaned to the casein hydrolysate was 1.21 (95% CI, 0.94-1.54), compared with those randomized to the conventional formula, while the hazard ratio adjusted for HLA risk, duration of breastfeeding, vitamin D use, study formula duration and consumption, and region was 1.23 (95% CI, 0.96-1.58). There were no clinically significant differences in the rate of reported adverse events between the 2 groups. CONCLUSIONS AND RELEVANCE: Among infants at risk for type 1 diabetes, the use of a hydrolyzed formula, when compared with a conventional formula, did not reduce the incidence of diabetes-associated autoantibodies after 7 years. These findings do not support a benefit from hydrolyzed formula. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00179777.","Animals Autoantibodies/*analysis *Autoimmunity Breast Feeding Caseins Child Diabetes Mellitus, Type 1/*epidemiology/genetics/*immunology/physiopathology/prevention & control Dietary Proteins/immunology Double-Blind Method Female Follow-Up Studies Humans Hydrolysis Incidence *Infant Formula Infant, Newborn Insulin-Secreting Cells Male Milk/immunology Risk Weaning"
25157723,Effect of self-monitoring and medication self-titration on systolic blood pressure in hypertensive patients at high risk of cardiovascular disease: the TASMIN-SR randomized clinical trial.,JAMA,McManus RJ and Mant J and Haque MS and Bray EP and Bryan S and Greenfield SM and Jones MI and Jowett S and Little P and Penaloza C and Schwartz C and Shackleford H and Shovelton C and Varghese J and Williams B and Hobbs FD,Missing,"IMPORTANCE: Self-monitoring of blood pressure with self-titration of antihypertensives (self-management) results in lower blood pressure in patients with hypertension, but there are no data about patients in high-risk groups. OBJECTIVE: To determine the effect of self-monitoring with self-titration of antihypertensive medication compared with usual care on systolic blood pressure among patients with cardiovascular disease, diabetes, or chronic kidney disease. DESIGN, SETTING, AND PATIENTS: A primary care, unblinded, randomized clinical trial involving 552 patients who were aged at least 35 years with a history of stroke, coronary heart disease, diabetes, or chronic kidney disease and with baseline blood pressure of at least 130/80 mm Hg being treated at 59 UK primary care practices was conducted between March 2011 and January 2013. INTERVENTIONS: Self-monitoring of blood pressure combined with an individualized self-titration algorithm. During the study period, the office visit blood pressure measurement target was 130/80 mm Hg and the home measurement target was 120/75 mm Hg. Control patients received usual care consisting of seeing their health care clinician for routine blood pressure measurement and adjustment of medication if necessary. MAIN OUTCOMES AND MEASURES: The primary outcome was the difference in systolic blood pressure between intervention and control groups at the 12-month office visit. RESULTS: Primary outcome data were available from 450 patients (81%). The mean baseline blood pressure was 143.1/80.5 mm Hg in the intervention group and 143.6/79.5 mm Hg in the control group. After 12 months, the mean blood pressure had decreased to 128.2/73.8 mm Hg in the intervention group and to 137.8/76.3 mm Hg in the control group, a difference of 9.2 mm Hg (95% CI, 5.7-12.7) in systolic and 3.4 mm Hg (95% CI, 1.8-5.0) in diastolic blood pressure following correction for baseline blood pressure. Multiple imputation for missing values gave similar results: the mean baseline was 143.5/80.2 mm Hg in the intervention group vs 144.2/79.9 mm Hg in the control group, and at 12 months, the mean was 128.6/73.6 mm Hg in the intervention group vs 138.2/76.4 mm Hg in the control group, with a difference of 8.8 mm Hg (95% CI, 4.9-12.7) for systolic and 3.1 mm Hg (95% CI, 0.7-5.5) for diastolic blood pressure between groups. These results were comparable in all subgroups, without excessive adverse events. CONCLUSIONS AND RELEVANCE: Among patients with hypertension at high risk of cardiovascular disease, self-monitoring with self-titration of antihypertensive medication compared with usual care resulted in lower systolic blood pressure at 12 months. TRIAL REGISTRATION: isrctn.org Identifier: ISRCTN87171227.","Aged Algorithms Antihypertensive Agents/*administration & dosage Blood Pressure/drug effects *Blood Pressure Monitoring, Ambulatory Cardiovascular Diseases/complications/*prevention & control Diabetes Mellitus Female Humans Hypertension/complications/*drug therapy Male Middle Aged Renal Insufficiency, Chronic/complications Risk *Self Administration Stroke/complications"
